cityid,carid,time,sales
1,28,2019-04-01,54
1,28,2019-05-01,10
1,28,2019-06-01,39
1,28,2019-07-01,36
1,28,2019-08-01,28
1,28,2019-09-01,17
1,28,2019-10-01,25
1,28,2019-11-01,24
1,28,2019-12-01,9
1,29,2017-01-01,23
1,29,2017-02-01,19
1,29,2017-03-01,32
1,29,2017-04-01,50
1,29,2017-05-01,36
1,29,2017-06-01,33
1,29,2017-07-01,38
1,29,2017-08-01,45
1,29,2017-09-01,40
1,29,2017-10-01,10
1,29,2017-11-01,5
1,29,2017-12-01,55
1,29,2018-01-01,33
1,29,2018-02-01,29
1,29,2018-03-01,22
1,29,2018-04-01,15
1,29,2018-05-01,29
1,29,2018-06-01,40
1,29,2018-07-01,6
1,29,2018-08-01,25
1,29,2018-09-01,7
1,29,2018-10-01,12
1,29,2018-11-01,10
1,29,2018-12-01,44
1,29,2019-01-01,34
1,29,2019-02-01,27
1,29,2019-03-01,24
1,29,2019-04-01,22
1,29,2019-05-01,49
1,29,2019-06-01,22
1,29,2019-07-01,14
1,29,2019-08-01,50
1,29,2019-09-01,17
1,29,2019-10-01,18
1,29,2019-11-01,6
1,29,2019-12-01,24
1,30,2017-01-01,26
1,30,2017-02-01,14
1,30,2017-03-01,30
1,30,2017-04-01,48
1,30,2017-05-01,35
1,30,2017-06-01,46
1,30,2017-07-01,21
1,30,2017-08-01,40
1,30,2017-09-01,49
1,30,2017-10-01,33
1,30,2017-11-01,40
1,30,2017-12-01,39
1,30,2018-01-01,39
1,30,2018-02-01,40
1,30,2018-03-01,35
1,30,2018-04-01,33
1,30,2018-05-01,44
1,30,2018-06-01,13
1,30,2018-07-01,25
1,30,2018-08-01,53
1,30,2018-09-01,20
1,30,2018-10-01,41
1,30,2018-11-01,10
1,30,2018-12-01,40
1,30,2019-01-01,22
1,30,2019-02-01,8
1,30,2019-03-01,22
1,30,2019-04-01,10
1,30,2019-05-01,14
1,30,2019-06-01,9
1,30,2019-07-01,22
1,30,2019-08-01,22
1,30,2019-09-01,19
1,30,2019-10-01,24
1,30,2019-11-01,24
1,30,2019-12-01,27
1,31,2017-01-01,41
1,31,2017-02-01,39
1,31,2017-03-01,31
1,31,2017-04-01,45
1,31,2017-05-01,31
1,31,2017-06-01,28
1,31,2017-07-01,49
1,31,2017-08-01,34
1,31,2017-09-01,28
1,31,2017-10-01,28
1,31,2017-11-01,34
1,31,2017-12-01,30
1,31,2018-01-01,20
1,31,2018-02-01,48
1,31,2018-03-01,27
1,31,2018-04-01,43
1,31,2018-05-01,40
1,31,2018-06-01,12
1,31,2018-07-01,9
1,31,2018-08-01,9
1,31,2018-09-01,29
1,31,2018-10-01,26
1,31,2018-11-01,27
1,31,2018-12-01,32
1,31,2019-01-01,11
1,31,2019-02-01,17
1,31,2019-03-01,16
1,31,2019-04-01,41
1,31,2019-05-01,7
1,31,2019-06-01,31
1,31,2019-07-01,11
1,31,2019-08-01,34
1,31,2019-09-01,50
1,31,2019-10-01,7
1,31,2019-11-01,3
1,31,2019-12-01,30
1,32,2017-01-01,4
1,32,2017-02-01,30
1,32,2017-03-01,22
1,32,2017-04-01,11
1,32,2017-05-01,17
1,32,2017-06-01,23
1,32,2017-07-01,24
1,32,2017-08-01,7
1,32,2017-09-01,15
1,32,2017-10-01,13
1,32,2017-11-01,14
1,32,2017-12-01,16
1,32,2018-01-01,29
1,32,2018-02-01,13
1,32,2018-03-01,29
1,32,2018-04-01,43
1,32,2018-05-01,28
1,32,2018-06-01,11
1,32,2018-07-01,9
1,32,2018-08-01,27
1,32,2018-09-01,27
1,32,2018-10-01,34
1,32,2018-11-01,34
1,32,2018-12-01,30
1,32,2019-01-01,31
1,32,2019-02-01,38
1,32,2019-03-01,8
1,32,2019-04-01,40
1,32,2019-05-01,40
1,32,2019-06-01,31
1,32,2019-07-01,35
1,32,2019-08-01,26
1,32,2019-09-01,17
1,32,2019-10-01,38
1,32,2019-11-01,10
1,32,2019-12-01,9
2,1,2017-01-01,26
2,1,2017-02-01,73
2,1,2017-03-01,82
2,1,2017-04-01,89
2,1,2017-05-01,26
2,1,2017-06-01,38
2,1,2017-07-01,73
2,1,2017-08-01,94
2,1,2017-09-01,97
2,1,2017-10-01,88
2,1,2017-11-01,90
2,1,2017-12-01,53
2,1,2018-01-01,84
2,1,2018-02-01,74
2,1,2018-03-01,147
2,1,2018-04-01,96
2,1,2018-05-01,74
2,1,2018-06-01,17
2,1,2018-07-01,21
2,1,2018-08-01,34
2,1,2018-09-01,54
2,1,2018-10-01,96
2,1,2018-11-01,148
2,1,2018-12-01,98
2,1,2019-01-01,48
2,1,2019-02-01,52
2,1,2019-03-01,68
2,1,2019-04-01,130
2,1,2019-05-01,74
2,1,2019-06-01,17
2,1,2019-07-01,39
2,1,2019-08-01,87
2,1,2019-09-01,100
2,1,2019-10-01,18
2,1,2019-11-01,46
2,1,2019-12-01,44
2,2,2017-01-01,71
2,2,2017-02-01,81
2,2,2017-03-01,82
2,2,2017-04-01,66
2,2,2017-05-01,76
2,2,2017-06-01,19
2,2,2017-07-01,19
2,2,2017-08-01,74
2,2,2017-09-01,74
2,2,2017-10-01,152
2,2,2017-11-01,82
2,2,2017-12-01,57
2,2,2018-01-01,96
2,2,2018-02-01,110
2,2,2018-03-01,50
2,2,2018-04-01,66
2,2,2018-05-01,54
2,2,2018-06-01,78
2,2,2018-07-01,72
2,2,2018-08-01,54
2,2,2018-09-01,88
2,2,2018-10-01,82
2,2,2018-11-01,67
2,2,2018-12-01,57
2,2,2019-01-01,24
2,2,2019-02-01,35
2,2,2019-03-01,54
2,2,2019-04-01,125
2,2,2019-05-01,95
2,2,2019-06-01,46
2,2,2019-07-01,183
2,2,2019-08-01,101
2,2,2019-09-01,122
2,2,2019-10-01,114
2,2,2019-11-01,20
2,2,2019-12-01,10
2,3,2017-01-01,29
2,3,2017-02-01,76
2,3,2017-03-01,134
2,3,2017-04-01,17
2,3,2017-05-01,10
2,3,2017-06-01,83
2,3,2017-07-01,21
2,3,2017-08-01,75
2,3,2017-09-01,81
2,3,2017-10-01,19
2,3,2017-11-01,156
2,3,2017-12-01,30
2,3,2018-01-01,78
2,3,2018-02-01,58
2,3,2018-03-01,51
2,3,2018-04-01,80
2,3,2018-05-01,44
2,3,2018-06-01,84
2,3,2018-07-01,20
2,3,2018-08-01,143
2,3,2018-09-01,19
2,3,2018-10-01,133
2,3,2018-11-01,74
2,3,2018-12-01,85
2,3,2019-01-01,135
2,3,2019-02-01,81
2,3,2019-03-01,35
2,3,2019-04-01,99
2,3,2019-05-01,82
2,3,2019-06-01,104
2,3,2019-07-01,70
2,3,2019-08-01,148
2,3,2019-09-01,71
2,3,2019-10-01,160
2,3,2019-11-01,98
2,3,2019-12-01,110
2,4,2017-01-01,86
2,4,2017-02-01,24
2,4,2017-03-01,95
2,4,2017-04-01,127
2,4,2017-05-01,55
2,4,2017-06-01,58
2,4,2017-07-01,55
2,4,2017-08-01,53
2,4,2017-09-01,64
2,4,2017-10-01,96
2,4,2017-11-01,166
2,4,2017-12-01,105
2,4,2018-01-01,138
2,4,2018-02-01,98
2,4,2018-03-01,117
2,4,2018-04-01,118
2,4,2018-05-01,107
2,4,2018-06-01,158
2,4,2018-07-01,144
2,4,2018-08-01,58
2,4,2018-09-01,52
2,4,2018-10-01,44
2,4,2018-11-01,125
2,4,2018-12-01,110
2,4,2019-01-01,83
2,4,2019-02-01,85
2,4,2019-03-01,156
2,4,2019-04-01,98
2,4,2019-05-01,67
2,4,2019-06-01,45
2,4,2019-07-01,99
2,4,2019-08-01,76
2,4,2019-09-01,104
2,4,2019-10-01,20
2,4,2019-11-01,98
2,4,2019-12-01,65
2,5,2017-01-01,65
2,5,2017-02-01,36
2,5,2017-03-01,32
2,5,2017-04-01,76
2,5,2017-05-01,67
2,5,2017-06-01,36
2,5,2017-07-01,89
2,5,2017-08-01,65
2,5,2017-09-01,135
2,5,2017-10-01,86
2,5,2017-11-01,23
2,5,2017-12-01,28
2,5,2018-01-01,35
2,5,2018-02-01,78
2,5,2018-03-01,93
2,5,2018-04-01,34
2,5,2018-05-01,93
2,5,2018-06-01,78
2,5,2018-07-01,45
2,5,2018-08-01,35
2,5,2018-09-01,93
2,5,2018-10-01,94
2,5,2018-11-01,36
2,5,2018-12-01,54
2,5,2019-01-01,34
2,5,2019-02-01,35
2,5,2019-03-01,93
2,5,2019-04-01,93
2,5,2019-05-01,35
2,5,2019-06-01,34
2,5,2019-07-01,75
2,5,2019-08-01,75
2,5,2019-09-01,39
2,5,2019-10-01,35
2,5,2019-11-01,44
2,5,2019-12-01,35
2,6,2017-01-01,87
2,6,2017-02-01,59
2,6,2017-03-01,36
2,6,2017-04-01,78
2,6,2017-05-01,45
2,6,2017-06-01,33
2,6,2017-07-01,99
2,6,2017-08-01,54
2,6,2017-09-01,62
2,6,2017-10-01,37
2,6,2017-11-01,145
2,6,2017-12-01,124
2,6,2018-01-01,78
2,6,2018-02-01,111
2,6,2018-03-01,75
2,6,2018-04-01,93
2,6,2018-05-01,37
2,6,2018-06-01,87
2,6,2018-07-01,33
2,6,2018-08-01,75
2,6,2018-09-01,55
2,6,2018-10-01,33
2,6,2018-11-01,88
2,6,2018-12-01,35
2,6,2019-01-01,52
2,6,2019-02-01,89
2,6,2019-03-01,33
2,6,2019-04-01,35
2,6,2019-05-01,93
2,6,2019-06-01,34
2,6,2019-07-01,28
2,6,2019-08-01,24
2,6,2019-09-01,93
2,6,2019-10-01,45
2,6,2019-11-01,35
2,6,2019-12-01,35
2,7,2017-01-01,69
2,7,2017-02-01,96
2,7,2017-03-01,54
2,7,2017-04-01,54
2,7,2017-05-01,24
2,7,2017-06-01,86
2,7,2017-07-01,65
2,7,2017-08-01,32
2,7,2017-09-01,93
2,7,2017-10-01,35
2,7,2017-11-01,75
2,7,2017-12-01,32
2,7,2018-01-01,93
2,7,2018-02-01,37
2,7,2018-03-01,56
2,7,2018-04-01,86
2,7,2018-05-01,35
2,7,2018-06-01,99
2,7,2018-07-01,35
2,7,2018-08-01,87
2,7,2018-09-01,38
2,7,2018-10-01,61
2,7,2018-11-01,85
2,7,2018-12-01,93
2,7,2019-01-01,34
2,7,2019-02-01,38
2,7,2019-03-01,93
2,7,2019-04-01,35
2,7,2019-05-01,57
2,7,2019-06-01,86
2,7,2019-07-01,55
2,7,2019-08-01,88
2,7,2019-09-01,54
2,7,2019-10-01,93
2,7,2019-11-01,53
2,7,2019-12-01,35
2,8,2017-01-01,124
2,8,2017-02-01,97
2,8,2017-03-01,53
2,8,2017-04-01,79
2,8,2017-05-01,63
2,8,2017-06-01,43
2,8,2017-07-01,53
2,8,2017-08-01,34
2,8,2017-09-01,36
2,8,2017-10-01,76
2,8,2017-11-01,34
2,8,2017-12-01,38
2,8,2018-01-01,57
2,8,2018-02-01,39
2,8,2018-03-01,39
2,8,2018-04-01,23
2,8,2018-05-01,48
2,8,2018-06-01,35
2,8,2018-07-01,33
2,8,2018-08-01,99
2,8,2018-09-01,97
2,8,2018-10-01,72
2,8,2018-11-01,93
2,8,2018-12-01,34
2,8,2019-01-01,38
2,8,2019-02-01,73
2,8,2019-03-01,53
2,8,2019-04-01,34
2,8,2019-05-01,23
2,8,2019-06-01,78
2,8,2019-07-01,111
2,8,2019-08-01,37
2,8,2019-09-01,93
2,8,2019-10-01,105
2,8,2019-11-01,110
2,8,2019-12-01,59
2,9,2017-01-01,10
2,9,2017-02-01,29
2,9,2017-03-01,32
2,9,2017-04-01,35
2,9,2017-05-01,10
2,9,2017-06-01,15
2,9,2017-07-01,29
2,9,2017-08-01,37
2,9,2017-09-01,38
2,9,2017-10-01,35
2,9,2017-11-01,36
2,9,2017-12-01,21
2,9,2018-01-01,33
2,9,2018-02-01,29
2,9,2018-03-01,58
2,9,2018-04-01,38
2,9,2018-05-01,29
2,9,2018-06-01,6
2,9,2018-07-01,8
2,9,2018-08-01,13
2,9,2018-09-01,21
2,9,2018-10-01,38
2,9,2018-11-01,59
2,9,2018-12-01,39
2,9,2019-01-01,19
2,9,2019-02-01,20
2,9,2019-03-01,27
2,9,2019-04-01,52
2,9,2019-05-01,29
2,9,2019-06-01,6
2,9,2019-07-01,15
2,9,2019-08-01,34
2,9,2019-09-01,40
2,9,2019-10-01,7
2,9,2019-11-01,18
2,9,2019-12-01,17
2,10,2017-01-01,28
2,10,2017-02-01,32
2,10,2017-03-01,32
2,10,2017-04-01,26
2,10,2017-05-01,30
2,10,2017-06-01,7
2,10,2017-07-01,7
2,10,2017-08-01,29
2,10,2017-09-01,29
2,10,2017-10-01,60
2,10,2017-11-01,32
2,10,2017-12-01,22
2,10,2018-01-01,38
2,10,2018-02-01,44
2,10,2018-03-01,20
2,10,2018-04-01,26
2,10,2018-05-01,21
2,10,2018-06-01,31
2,10,2018-07-01,28
2,10,2018-08-01,21
2,10,2018-09-01,35
2,10,2018-10-01,32
2,10,2018-11-01,26
2,10,2018-12-01,22
2,10,2019-01-01,9
2,10,2019-02-01,14
2,10,2019-03-01,21
2,10,2019-04-01,50
2,10,2019-05-01,38
2,10,2019-06-01,18
2,10,2019-07-01,73
2,10,2019-08-01,40
2,10,2019-09-01,48
2,10,2019-10-01,45
2,10,2019-11-01,8
2,10,2019-12-01,4
2,11,2017-01-01,11
2,11,2017-02-01,30
2,11,2017-03-01,53
2,11,2017-04-01,6
2,11,2017-05-01,4
2,11,2017-06-01,33
2,11,2017-07-01,8
2,11,2017-08-01,30
2,11,2017-09-01,32
2,11,2017-10-01,7
2,11,2017-11-01,62
2,11,2017-12-01,12
2,11,2018-01-01,31
2,11,2018-02-01,23
2,11,2018-03-01,20
2,11,2018-04-01,32
2,11,2018-05-01,17
2,11,2018-06-01,33
2,11,2018-07-01,8
2,11,2018-08-01,57
2,11,2018-09-01,7
2,11,2018-10-01,53
2,11,2018-11-01,29
2,11,2018-12-01,34
2,11,2019-01-01,54
2,11,2019-02-01,32
2,11,2019-03-01,14
2,11,2019-04-01,39
2,11,2019-05-01,32
2,11,2019-06-01,41
2,11,2019-07-01,28
2,11,2019-08-01,59
2,11,2019-09-01,28
2,11,2019-10-01,64
2,11,2019-11-01,39
2,11,2019-12-01,44
2,12,2017-01-01,34
2,12,2017-02-01,9
2,12,2017-03-01,38
2,12,2017-04-01,50
2,12,2017-05-01,22
2,12,2017-06-01,23
2,12,2017-07-01,22
2,12,2017-08-01,21
2,12,2017-09-01,25
2,12,2017-10-01,38
2,12,2017-11-01,66
2,12,2017-12-01,42
2,12,2018-01-01,55
2,12,2018-02-01,39
2,12,2018-03-01,46
2,12,2018-04-01,47
2,12,2018-05-01,42
2,12,2018-06-01,63
2,12,2018-07-01,57
2,12,2018-08-01,23
2,12,2018-09-01,20
2,12,2018-10-01,17
2,12,2018-11-01,50
2,12,2018-12-01,44
2,12,2019-01-01,33
2,12,2019-02-01,34
2,12,2019-03-01,62
2,12,2019-04-01,39
2,12,2019-05-01,26
2,12,2019-06-01,18
2,12,2019-07-01,39
2,12,2019-08-01,30
2,12,2019-09-01,41
2,12,2019-10-01,8
2,12,2019-11-01,39
2,12,2019-12-01,26
2,13,2017-01-01,26
2,13,2017-02-01,14
2,13,2017-03-01,12
2,13,2017-04-01,30
2,13,2017-05-01,26
2,13,2017-06-01,14
2,13,2017-07-01,35
2,13,2017-08-01,26
2,13,2017-09-01,54
2,13,2017-10-01,34
2,13,2017-11-01,9
2,13,2017-12-01,11
2,13,2018-01-01,14
2,13,2018-02-01,31
2,13,2018-03-01,37
2,13,2018-04-01,13
2,13,2018-05-01,37
2,13,2018-06-01,31
2,13,2018-07-01,18
2,13,2018-08-01,14
2,13,2018-09-01,37
2,13,2018-10-01,37
2,13,2018-11-01,14
2,13,2018-12-01,21
2,13,2019-01-01,13
2,13,2019-02-01,14
2,13,2019-03-01,37
2,13,2019-04-01,37
2,13,2019-05-01,14
2,13,2019-06-01,13
2,13,2019-07-01,30
2,13,2019-08-01,30
2,13,2019-09-01,15
2,13,2019-10-01,14
2,13,2019-11-01,17
2,13,2019-12-01,14
2,14,2017-01-01,34
2,14,2017-02-01,23
2,14,2017-03-01,14
2,14,2017-04-01,31
2,14,2017-05-01,18
2,14,2017-06-01,13
2,14,2017-07-01,39
2,14,2017-08-01,21
2,14,2017-09-01,24
2,14,2017-10-01,14
2,14,2017-11-01,58
2,14,2017-12-01,49
2,14,2018-01-01,31
2,14,2018-02-01,44
2,14,2018-03-01,30
2,14,2018-04-01,37
2,14,2018-05-01,14
2,14,2018-06-01,34
2,14,2018-07-01,13
2,14,2018-08-01,30
2,14,2018-09-01,22
2,14,2018-10-01,13
2,14,2018-11-01,35
2,14,2018-12-01,14
2,14,2019-01-01,20
2,14,2019-02-01,35
2,14,2019-03-01,13
2,14,2019-04-01,14
2,14,2019-05-01,37
2,14,2019-06-01,13
2,14,2019-07-01,11
2,14,2019-08-01,9
2,14,2019-09-01,37
2,14,2019-10-01,18
2,14,2019-11-01,14
2,14,2019-12-01,14
2,15,2017-01-01,27
2,15,2017-02-01,38
2,15,2017-03-01,21
2,15,2017-04-01,21
2,15,2017-05-01,9
2,15,2017-06-01,34
2,15,2017-07-01,26
2,15,2017-08-01,12
2,15,2017-09-01,37
2,15,2017-10-01,14
2,15,2017-11-01,30
2,15,2017-12-01,12
2,15,2018-01-01,37
2,15,2018-02-01,14
2,15,2018-03-01,22
2,15,2018-04-01,34
2,15,2018-05-01,14
2,15,2018-06-01,39
2,15,2018-07-01,14
2,15,2018-08-01,34
2,15,2018-09-01,15
2,15,2018-10-01,24
2,15,2018-11-01,34
2,15,2018-12-01,37
2,15,2019-01-01,13
2,15,2019-02-01,15
2,15,2019-03-01,37
2,15,2019-04-01,14
2,15,2019-05-01,22
2,15,2019-06-01,34
2,15,2019-07-01,22
2,15,2019-08-01,35
2,15,2019-09-01,21
2,15,2019-10-01,37
2,15,2019-11-01,21
2,15,2019-12-01,14
2,16,2017-01-01,49
2,16,2017-02-01,38
2,16,2017-03-01,21
2,16,2017-04-01,31
2,16,2017-05-01,25
2,16,2017-06-01,17
2,16,2017-07-01,21
2,16,2017-08-01,13
2,16,2017-09-01,14
2,16,2017-10-01,30
2,16,2017-11-01,13
2,16,2017-12-01,15
2,16,2018-01-01,22
2,16,2018-02-01,15
2,16,2018-03-01,15
2,16,2018-04-01,9
2,16,2018-05-01,19
2,16,2018-06-01,14
2,16,2018-07-01,13
2,16,2018-08-01,39
2,16,2018-09-01,38
2,16,2018-10-01,28
2,16,2018-11-01,37
2,16,2018-12-01,13
2,16,2019-01-01,15
2,16,2019-02-01,29
2,16,2019-03-01,21
2,16,2019-04-01,13
2,16,2019-05-01,9
2,16,2019-06-01,31
2,16,2019-07-01,44
2,16,2019-08-01,14
2,16,2019-09-01,37
2,16,2019-10-01,42
2,16,2019-11-01,44
2,16,2019-12-01,23
2,17,2017-01-01,17
2,17,2017-02-01,48
2,17,2017-03-01,54
2,17,2017-04-01,58
2,17,2017-05-01,17
2,17,2017-06-01,25
2,17,2017-07-01,48
2,17,2017-08-01,62
2,17,2017-09-01,64
2,17,2017-10-01,58
2,17,2017-11-01,59
2,17,2017-12-01,34
2,17,2018-01-01,55
2,17,2018-02-01,48
2,17,2018-03-01,97
2,17,2018-04-01,63
2,17,2018-05-01,48
2,17,2018-06-01,11
2,17,2018-07-01,13
2,17,2018-08-01,22
2,17,2018-09-01,35
2,17,2018-10-01,63
2,17,2018-11-01,97
2,17,2018-12-01,64
2,17,2019-01-01,31
2,17,2019-02-01,34
2,17,2019-03-01,44
2,17,2019-04-01,85
2,17,2019-05-01,48
2,17,2019-06-01,11
2,17,2019-07-01,25
2,17,2019-08-01,57
2,17,2019-09-01,66
2,17,2019-10-01,11
2,17,2019-11-01,30
2,17,2019-12-01,29
2,18,2017-01-01,46
2,18,2017-02-01,53
2,18,2017-03-01,54
2,18,2017-04-01,43
2,18,2017-05-01,50
2,18,2017-06-01,12
2,18,2017-07-01,12
2,18,2017-08-01,48
2,18,2017-09-01,48
2,18,2017-10-01,100
2,18,2017-11-01,54
2,18,2017-12-01,37
2,18,2018-01-01,63
2,18,2018-02-01,72
2,18,2018-03-01,33
2,18,2018-04-01,43
2,18,2018-05-01,35
2,18,2018-06-01,51
2,18,2018-07-01,47
2,18,2018-08-01,35
2,18,2018-09-01,58
2,18,2018-10-01,54
2,18,2018-11-01,44
2,18,2018-12-01,37
2,18,2019-01-01,15
2,18,2019-02-01,23
2,18,2019-03-01,35
2,18,2019-04-01,82
2,18,2019-05-01,62
2,18,2019-06-01,30
2,18,2019-07-01,120
2,18,2019-08-01,66
2,18,2019-09-01,80
2,18,2019-10-01,75
2,18,2019-11-01,13
2,18,2019-12-01,6
2,19,2017-01-01,19
2,19,2017-02-01,50
2,19,2017-03-01,88
2,19,2017-04-01,11
2,19,2017-05-01,6
2,19,2017-06-01,54
2,19,2017-07-01,13
2,19,2017-08-01,49
2,19,2017-09-01,53
2,19,2017-10-01,12
2,19,2017-11-01,102
2,19,2017-12-01,19
2,19,2018-01-01,51
2,19,2018-02-01,38
2,19,2018-03-01,33
2,19,2018-04-01,52
2,19,2018-05-01,29
2,19,2018-06-01,55
2,19,2018-07-01,13
2,19,2018-08-01,94
2,19,2018-09-01,12
2,19,2018-10-01,87
2,19,2018-11-01,48
2,19,2018-12-01,56
2,19,2019-01-01,89
2,19,2019-02-01,53
2,19,2019-03-01,23
2,19,2019-04-01,65
2,19,2019-05-01,54
2,19,2019-06-01,68
2,19,2019-07-01,46
2,19,2019-08-01,97
2,19,2019-09-01,46
2,19,2019-10-01,105
2,19,2019-11-01,64
2,19,2019-12-01,72
2,20,2017-01-01,56
2,20,2017-02-01,15
2,20,2017-03-01,62
2,20,2017-04-01,83
2,20,2017-05-01,36
2,20,2017-06-01,38
2,20,2017-07-01,36
2,20,2017-08-01,34
2,20,2017-09-01,42
2,20,2017-10-01,63
2,20,2017-11-01,109
2,20,2017-12-01,69
2,20,2018-01-01,91
2,20,2018-02-01,64
2,20,2018-03-01,77
2,20,2018-04-01,77
2,20,2018-05-01,70
2,20,2018-06-01,104
2,20,2018-07-01,95
2,20,2018-08-01,38
2,20,2018-09-01,34
2,20,2018-10-01,29
2,20,2018-11-01,82
2,20,2018-12-01,72
2,20,2019-01-01,54
2,20,2019-02-01,56
2,20,2019-03-01,102
2,20,2019-04-01,64
2,20,2019-05-01,44
2,20,2019-06-01,29
2,20,2019-07-01,65
2,20,2019-08-01,50
2,20,2019-09-01,68
2,20,2019-10-01,13
2,20,2019-11-01,64
2,20,2019-12-01,42
2,21,2017-01-01,42
2,21,2017-02-01,23
2,21,2017-03-01,21
2,21,2017-04-01,50
2,21,2017-05-01,44
2,21,2017-06-01,23
2,21,2017-07-01,58
2,21,2017-08-01,42
2,21,2017-09-01,89
2,21,2017-10-01,56
2,21,2017-11-01,15
2,21,2017-12-01,18
2,21,2018-01-01,23
2,21,2018-02-01,51
2,21,2018-03-01,61
2,21,2018-04-01,22
2,21,2018-05-01,61
2,21,2018-06-01,51
2,21,2018-07-01,29
2,21,2018-08-01,23
2,21,2018-09-01,61
2,21,2018-10-01,62
2,21,2018-11-01,23
2,21,2018-12-01,35
2,21,2019-01-01,22
2,21,2019-02-01,23
2,21,2019-03-01,61
2,21,2019-04-01,61
2,21,2019-05-01,23
2,21,2019-06-01,22
2,21,2019-07-01,49
2,21,2019-08-01,49
2,21,2019-09-01,25
2,21,2019-10-01,23
2,21,2019-11-01,29
2,21,2019-12-01,23
2,22,2017-01-01,57
2,22,2017-02-01,38
2,22,2017-03-01,23
2,22,2017-04-01,51
2,22,2017-05-01,29
2,22,2017-06-01,21
2,22,2017-07-01,65
2,22,2017-08-01,35
2,22,2017-09-01,40
2,22,2017-10-01,24
2,22,2017-11-01,95
2,22,2017-12-01,81
2,22,2018-01-01,51
2,22,2018-02-01,73
2,22,2018-03-01,49
2,22,2018-04-01,61
2,22,2018-05-01,24
2,22,2018-06-01,57
2,22,2018-07-01,21
2,22,2018-08-01,49
2,22,2018-09-01,36
2,22,2018-10-01,21
2,22,2018-11-01,58
2,22,2018-12-01,23
2,22,2019-01-01,34
2,22,2019-02-01,58
2,22,2019-03-01,21
2,22,2019-04-01,23
2,22,2019-05-01,61
2,22,2019-06-01,22
2,22,2019-07-01,18
2,22,2019-08-01,15
2,22,2019-09-01,61
2,22,2019-10-01,29
2,22,2019-11-01,23
2,22,2019-12-01,23
2,23,2017-01-01,45
2,23,2017-02-01,63
2,23,2017-03-01,35
2,23,2017-04-01,35
2,23,2017-05-01,15
2,23,2017-06-01,56
2,23,2017-07-01,42
2,23,2017-08-01,21
2,23,2017-09-01,61
2,23,2017-10-01,23
2,23,2017-11-01,49
2,23,2017-12-01,21
2,23,2018-01-01,61
2,23,2018-02-01,24
2,23,2018-03-01,36
2,23,2018-04-01,56
2,23,2018-05-01,23
2,23,2018-06-01,65
2,23,2018-07-01,23
2,23,2018-08-01,57
2,23,2018-09-01,25
2,23,2018-10-01,40
2,23,2018-11-01,56
2,23,2018-12-01,61
2,23,2019-01-01,22
2,23,2019-02-01,25
2,23,2019-03-01,61
2,23,2019-04-01,23
2,23,2019-05-01,37
2,23,2019-06-01,56
2,23,2019-07-01,36
2,23,2019-08-01,58
2,23,2019-09-01,35
2,23,2019-10-01,61
2,23,2019-11-01,34
2,23,2019-12-01,23
2,24,2017-01-01,81
2,24,2017-02-01,64
2,24,2017-03-01,34
2,24,2017-04-01,52
2,24,2017-05-01,41
2,24,2017-06-01,28
2,24,2017-07-01,34
2,24,2017-08-01,22
2,24,2017-09-01,23
2,24,2017-10-01,50
2,24,2017-11-01,22
2,24,2017-12-01,25
2,24,2018-01-01,37
2,24,2018-02-01,25
2,24,2018-03-01,25
2,24,2018-04-01,15
2,24,2018-05-01,31
2,24,2018-06-01,23
2,24,2018-07-01,21
2,24,2018-08-01,65
2,24,2018-09-01,64
2,24,2018-10-01,47
2,24,2018-11-01,61
2,24,2018-12-01,22
2,24,2019-01-01,25
2,24,2019-02-01,48
2,24,2019-03-01,34
2,24,2019-04-01,22
2,24,2019-05-01,15
2,24,2019-06-01,51
2,24,2019-07-01,73
2,24,2019-08-01,24
2,24,2019-09-01,61
2,24,2019-10-01,69
2,24,2019-11-01,72
2,24,2019-12-01,38
2,25,2017-01-01,6
2,25,2017-02-01,19
2,25,2017-03-01,21
2,25,2017-04-01,23
2,25,2017-05-01,6
2,25,2017-06-01,10
2,25,2017-07-01,19
2,25,2017-08-01,24
2,25,2017-09-01,25
2,25,2017-10-01,23
2,25,2017-11-01,23
2,25,2017-12-01,13
2,25,2018-01-01,22
2,25,2018-02-01,19
2,25,2018-03-01,38
2,25,2018-04-01,25
2,25,2018-05-01,19
2,25,2018-06-01,4
2,25,2018-07-01,5
2,25,2018-08-01,8
2,25,2018-09-01,14
2,25,2018-10-01,25
2,25,2018-11-01,39
2,25,2018-12-01,25
2,25,2019-01-01,12
2,25,2019-02-01,13
2,25,2019-03-01,17
2,25,2019-04-01,34
2,25,2019-05-01,19
2,25,2019-06-01,4
2,25,2019-07-01,10
2,25,2019-08-01,22
2,25,2019-09-01,26
2,25,2019-10-01,4
2,25,2019-11-01,12
2,25,2019-12-01,11
2,26,2017-01-01,18
2,26,2017-02-01,21
2,26,2017-03-01,21
2,26,2017-04-01,17
2,26,2017-05-01,20
2,26,2017-06-01,5
2,26,2017-07-01,5
2,26,2017-08-01,19
2,26,2017-09-01,19
2,26,2017-10-01,40
2,26,2017-11-01,21
2,26,2017-12-01,15
2,26,2018-01-01,25
2,26,2018-02-01,29
2,26,2018-03-01,13
2,26,2018-04-01,17
2,26,2018-05-01,14
2,26,2018-06-01,20
2,26,2018-07-01,19
2,26,2018-08-01,14
2,26,2018-09-01,23
2,26,2018-10-01,21
2,26,2018-11-01,17
